ID,CLASSIFIED,TYPE
LUCENE-1390,RFE,IMPROVEMENT
LUCENE-1392,DOCUMENTATION,IMPROVEMENT
LUCENE-1393,BUILD_SYSTEM,BUG
LUCENE-1394,DOCUMENTATION,BUG
LUCENE-1395,DOCUMENTATION,IMPROVEMENT
LUCENE-1396,IMPROVEMENT,IMPROVEMENT
LUCENE-1397,BUG,BUG
LUCENE-1398,RFE,RFE
LUCENE-1400,BUILD_SYSTEM,IMPROVEMENT
LUCENE-1401,IMPROVEMENT,BUG
LUCENE-1402,BACKPORT,BUG
LUCENE-1404,BUG,BUG
LUCENE-1405,BUILD_SYSTEM,IMPROVEMENT
LUCENE-1406,RFE,RFE
LUCENE-1407,REFACTORING,IMPROVEMENT
LUCENE-1411,RFE,IMPROVEMENT
LUCENE-1412,BUG,BUG
LUCENE-1414,TEST,BUG
LUCENE-1415,BUG,BUG
LUCENE-1416,BUILD_SYSTEM,BUG
LUCENE-1419,RFE,RFE
LUCENE-1420,IMPROVEMENT,IMPROVEMENT
LUCENE-1421,RFE,RFE
LUCENE-1422,RFE,RFE
LUCENE-1423,BUG,BUG
LUCENE-1424,RFE,RFE
LUCENE-1425,RFE,RFE
LUCENE-1426,RFE,IMPROVEMENT
LUCENE-1427,IMPROVEMENT,IMPROVEMENT
LUCENE-1428,BUILD_SYSTEM,BUG
LUCENE-1429,BUG,BUG
LUCENE-1430,BUG,BUG
LUCENE-1433,DOCUMENTATION,IMPROVEMENT
LUCENE-1434,RFE,RFE
LUCENE-1435,RFE,RFE
LUCENE-1436,REFACTORING,IMPROVEMENT
LUCENE-1438,BUG,BUG
LUCENE-1440,RFE,RFE
LUCENE-1441,BUG,BUG
LUCENE-1442,BUG,BUG
LUCENE-1443,IMPROVEMENT,IMPROVEMENT
LUCENE-1444,DOCUMENTATION,BUG
LUCENE-1445,BUILD_SYSTEM,BUG
LUCENE-1446,BUILD_SYSTEM,IMPROVEMENT
LUCENE-1447,IMPROVEMENT,IMPROVEMENT
LUCENE-1448,DESIGN_DEFECT,BUG
LUCENE-1449,BUG,BUG
LUCENE-1450,BUG,BUG
LUCENE-1451,BUG,BUG
LUCENE-1452,BUG,BUG
LUCENE-1453,BUG,BUG
LUCENE-1455,BUG,BUG
LUCENE-1456,BUG,BUG
LUCENE-1457,BUG,BUG
LUCENE-1458,RFE,RFE
LUCENE-1459,BUG,BUG
LUCENE-1460,REFACTORING,TASK
LUCENE-1461,RFE,RFE
LUCENE-1462,BUG,BUG
LUCENE-1464,BUG,BUG
LUCENE-1465,BUG,BUG
LUCENE-1466,RFE,RFE
LUCENE-1467,CLEANUP,TASK
LUCENE-1468,BUG,BUG
LUCENE-1469,IMPROVEMENT,IMPROVEMENT
LUCENE-1470,RFE,RFE
LUCENE-1472,IMPROVEMENT,IMPROVEMENT
LUCENE-1474,BUG,BUG
LUCENE-1478,RFE,IMPROVEMENT
LUCENE-1479,BUG,BUG
LUCENE-1480,IMPROVEMENT,IMPROVEMENT
LUCENE-1481,DESIGN_DEFECT,BUG
LUCENE-1483,RFE,IMPROVEMENT
LUCENE-1484,IMPROVEMENT,IMPROVEMENT
LUCENE-1487,RFE,RFE
LUCENE-1488,RFE,RFE
LUCENE-1490,BUG,BUG
LUCENE-1491,BUG,BUG
LUCENE-1492,RFE,IMPROVEMENT
LUCENE-1493,RFE,IMPROVEMENT
LUCENE-1494,RFE,RFE
LUCENE-1495,RFE,IMPROVEMENT
LUCENE-1497,REFACTORING,IMPROVEMENT
LUCENE-1499,REFACTORING,IMPROVEMENT
LUCENE-1500,BUG,BUG
LUCENE-1502,BUG,BUG
LUCENE-1503,REFACTORING,IMPROVEMENT
LUCENE-1504,IMPROVEMENT,IMPROVEMENT
LUCENE-1505,IMPROVEMENT,IMPROVEMENT
LUCENE-1506,RFE,IMPROVEMENT
LUCENE-1507,RFE,IMPROVEMENT
LUCENE-1508,RFE,IMPROVEMENT
LUCENE-1509,BUG,BUG
LUCENE-1510,BUG,BUG
LUCENE-1512,RFE,RFE
LUCENE-1514,BUG,IMPROVEMENT
LUCENE-1516,REFACTORING,IMPROVEMENT
LUCENE-1517,REFACTORING,IMPROVEMENT
LUCENE-1519,BUG,BUG
LUCENE-1520,BUG,BUG
LUCENE-1521,BUG,BUG
LUCENE-1522,RFE,IMPROVEMENT
LUCENE-1523,DESIGN_DEFECT,IMPROVEMENT
LUCENE-1525,BUILD_SYSTEM,BUG
LUCENE-1527,BUG,BUG
LUCENE-1528,RFE,IMPROVEMENT
LUCENE-1529,BUILD_SYSTEM,RFE
LUCENE-1530,RFE,RFE
LUCENE-1531,IMPROVEMENT,IMPROVEMENT
LUCENE-1535,TEST,TEST
LUCENE-1536,IMPROVEMENT,IMPROVEMENT
LUCENE-1538,IMPROVEMENT,BUG
LUCENE-1539,IMPROVEMENT,IMPROVEMENT
LUCENE-1540,IMPROVEMENT,IMPROVEMENT
LUCENE-1542,BUG,BUG
LUCENE-1543,IMPROVEMENT,IMPROVEMENT
LUCENE-1544,BUG,BUG
LUCENE-1545,BUG,BUG
LUCENE-1546,RFE,IMPROVEMENT
LUCENE-1547,BUG,BUG
LUCENE-1548,BUG,BUG
LUCENE-1549,IMPROVEMENT,IMPROVEMENT
LUCENE-1550,RFE,RFE
LUCENE-1551,RFE,IMPROVEMENT
LUCENE-1552,BUG,BUG
LUCENE-1553,BUG,BUG
LUCENE-1554,BUG,BUG
LUCENE-1556,BUG,BUG
LUCENE-1558,IMPROVEMENT,IMPROVEMENT
LUCENE-1561,DOCUMENTATION,IMPROVEMENT
LUCENE-1563,TEST,TEST
LUCENE-1564,BUG,BUG
LUCENE-1566,BUG,BUG
LUCENE-1567,RFE,RFE
LUCENE-1568,BUG,BUG
LUCENE-1569,BUG,BUG
LUCENE-1571,BUG,BUG
LUCENE-1573,RFE,BUG
LUCENE-1575,REFACTORING,IMPROVEMENT
LUCENE-1576,BUG,BUG
LUCENE-1578,RFE,IMPROVEMENT
LUCENE-1579,IMPROVEMENT,BUG
LUCENE-1582,REFACTORING,IMPROVEMENT
LUCENE-1583,BUG,BUG
LUCENE-1584,RFE,IMPROVEMENT
LUCENE-1585,RFE,RFE
LUCENE-1586,RFE,IMPROVEMENT
LUCENE-1587,BUG,BUG
LUCENE-1588,RFE,IMPROVEMENT
LUCENE-1590,IMPROVEMENT,BUG
LUCENE-1591,RFE,IMPROVEMENT
LUCENE-1592,DOCUMENTATION,IMPROVEMENT
LUCENE-1593,IMPROVEMENT,IMPROVEMENT
LUCENE-1595,REFACTORING,IMPROVEMENT
LUCENE-1596,IMPROVEMENT,IMPROVEMENT
LUCENE-1598,BUG,BUG
LUCENE-1599,BUG,BUG
LUCENE-1600,IMPROVEMENT,IMPROVEMENT
LUCENE-1602,RFE,RFE
LUCENE-1603,IMPROVEMENT,IMPROVEMENT
LUCENE-1604,IMPROVEMENT,IMPROVEMENT
LUCENE-1605,RFE,RFE
LUCENE-1606,RFE,RFE
LUCENE-1607,IMPROVEMENT,IMPROVEMENT
LUCENE-1609,IMPROVEMENT,IMPROVEMENT
LUCENE-1610,DOCUMENTATION,IMPROVEMENT
LUCENE-1611,BUG,BUG
LUCENE-1614,RFE,IMPROVEMENT
LUCENE-1615,CLEANUP,IMPROVEMENT
LUCENE-1616,REFACTORING,IMPROVEMENT
LUCENE-1617,BUILD_SYSTEM,IMPROVEMENT
LUCENE-1618,RFE,IMPROVEMENT
LUCENE-1619,IMPROVEMENT,IMPROVEMENT
LUCENE-1621,CLEANUP,IMPROVEMENT
LUCENE-1623,BACKPORT,BUG
LUCENE-1624,BUG,IMPROVEMENT
LUCENE-1625,RFE,BUG
LUCENE-1627,DESIGN_DEFECT,BUG
LUCENE-1628,RFE,RFE
LUCENE-1629,RFE,IMPROVEMENT
LUCENE-1630,RFE,IMPROVEMENT
LUCENE-1633,CLEANUP,BUG
LUCENE-1634,IMPROVEMENT,IMPROVEMENT
LUCENE-1638,BUG,BUG
LUCENE-1639,BUG,BUG
LUCENE-1640,BUG,BUG
LUCENE-1641,DOCUMENTATION,IMPROVEMENT
LUCENE-1642,BUG,BUG
LUCENE-1643,IMPROVEMENT,IMPROVEMENT
LUCENE-1644,IMPROVEMENT,IMPROVEMENT
LUCENE-1645,BUG,BUG
LUCENE-1646,IMPROVEMENT,IMPROVEMENT
LUCENE-1647,BUG,BUG
LUCENE-1648,BUG,BUG
LUCENE-1651,IMPROVEMENT,TASK
LUCENE-1653,IMPROVEMENT,IMPROVEMENT
LUCENE-1654,RFE,IMPROVEMENT
LUCENE-1655,CLEANUP,BUG
LUCENE-1656,IMPROVEMENT,IMPROVEMENT
LUCENE-1657,IMPROVEMENT,IMPROVEMENT
LUCENE-1658,REFACTORING,IMPROVEMENT
LUCENE-1660,IMPROVEMENT,IMPROVEMENT
LUCENE-1661,IMPROVEMENT,IMPROVEMENT
LUCENE-1662,REFACTORING,IMPROVEMENT
LUCENE-1663,DOCUMENTATION,IMPROVEMENT
LUCENE-1665,CLEANUP,IMPROVEMENT
LUCENE-1666,BUG,BUG
LUCENE-1668,IMPROVEMENT,BUG
LUCENE-1670,DOCUMENTATION,IMPROVEMENT
LUCENE-1672,CLEANUP,TASK
LUCENE-1673,RFE,RFE
LUCENE-1675,DOCUMENTATION,IMPROVEMENT
LUCENE-1676,RFE,RFE
LUCENE-1677,CLEANUP,TASK
LUCENE-1678,CLEANUP,BUG
LUCENE-1679,DESIGN_DEFECT,IMPROVEMENT
LUCENE-1680,DESIGN_DEFECT,IMPROVEMENT
LUCENE-1681,BUG,BUG
LUCENE-1682,TEST,IMPROVEMENT
LUCENE-1683,BUG,IMPROVEMENT
LUCENE-1684,RFE,IMPROVEMENT
LUCENE-1685,IMPROVEMENT,IMPROVEMENT
LUCENE-1686,CLEANUP,IMPROVEMENT
LUCENE-1687,REFACTORING,IMPROVEMENT
LUCENE-1688,REFACTORING,IMPROVEMENT
LUCENE-1692,TEST,TEST
LUCENE-1693,IMPROVEMENT,IMPROVEMENT
LUCENE-1694,DESIGN_DEFECT,IMPROVEMENT
LUCENE-1695,REFACTORING,IMPROVEMENT
LUCENE-1696,RFE,IMPROVEMENT
LUCENE-1699,RFE,IMPROVEMENT
LUCENE-1700,DESIGN_DEFECT,BUG
LUCENE-1701,RFE,RFE
LUCENE-1702,BUG,BUG
LUCENE-1703,RFE,IMPROVEMENT
LUCENE-1704,RFE,IMPROVEMENT
LUCENE-1705,RFE,
LUCENE-1706,RFE,RFE
LUCENE-1707,IMPROVEMENT,IMPROVEMENT
LUCENE-1708,IMPROVEMENT,IMPROVEMENT
LUCENE-1709,TEST,IMPROVEMENT
LUCENE-1712,IMPROVEMENT,IMPROVEMENT
LUCENE-1713,REFACTORING,IMPROVEMENT
LUCENE-1714,BUG,BUG
LUCENE-1715,IMPROVEMENT,BUG
LUCENE-1716,RFE,IMPROVEMENT
LUCENE-1717,IMPROVEMENT,BUG
LUCENE-1718,BUG,BUG
LUCENE-1719,DOCUMENTATION,IMPROVEMENT
LUCENE-1722,DOCUMENTATION,IMPROVEMENT
LUCENE-1723,BUG,BUG
LUCENE-1724,IMPROVEMENT,IMPROVEMENT
LUCENE-1725,BUG,BUG
LUCENE-1727,IMPROVEMENT,BUG
LUCENE-1728,REFACTORING,IMPROVEMENT
LUCENE-1730,BUG,BUG
LUCENE-1734,BUG,BUG
LUCENE-1736,IMPROVEMENT,IMPROVEMENT
LUCENE-1737,IMPROVEMENT,IMPROVEMENT
LUCENE-1739,BUG,BUG
LUCENE-1740,RFE,RFE
LUCENE-1741,RFE,IMPROVEMENT
LUCENE-1742,REFACTORING,IMPROVEMENT
LUCENE-1744,BUG,BUG
LUCENE-1745,RFE,IMPROVEMENT
LUCENE-1748,DESIGN_DEFECT,BUG
LUCENE-1749,RFE,IMPROVEMENT
LUCENE-1752,BUG,BUG
LUCENE-1753,DESIGN_DEFECT,TASK
LUCENE-1754,CLEANUP,IMPROVEMENT
LUCENE-1755,BUG,BUG
LUCENE-1756,TEST,BUG
LUCENE-1758,IMPROVEMENT,IMPROVEMENT
LUCENE-1759,RFE,TASK
LUCENE-1760,DOCUMENTATION,TASK
LUCENE-1762,CLEANUP,IMPROVEMENT
LUCENE-1763,DESIGN_DEFECT,IMPROVEMENT
LUCENE-1764,BUG,BUG
LUCENE-1766,DOCUMENTATION,IMPROVEMENT
LUCENE-1768,RFE,RFE
LUCENE-1769,BUILD_SYSTEM,BUG
LUCENE-1770,RFE,RFE
LUCENE-1771,IMPROVEMENT,BUG
LUCENE-1773,RFE,RFE
LUCENE-1775,REFACTORING,TASK
LUCENE-1776,RFE,BUG
LUCENE-1778,RFE,IMPROVEMENT
LUCENE-1779,CLEANUP,IMPROVEMENT
LUCENE-1780,DOCUMENTATION,IMPROVEMENT
LUCENE-1781,BUG,BUG
LUCENE-1782,REFACTORING,IMPROVEMENT
LUCENE-1784,DESIGN_DEFECT,IMPROVEMENT
LUCENE-1786,IMPROVEMENT,TEST
LUCENE-1788,CLEANUP,TASK
LUCENE-1789,IMPROVEMENT,IMPROVEMENT
LUCENE-1790,RFE,RFE
LUCENE-1791,TEST,TEST
LUCENE-1792,BUG,BUG
LUCENE-1793,CLEANUP,IMPROVEMENT
LUCENE-1794,RFE,IMPROVEMENT
LUCENE-1795,IMPROVEMENT,BUG
LUCENE-1796,IMPROVEMENT,IMPROVEMENT
LUCENE-1797,BUG,BUG
LUCENE-1798,IMPROVEMENT,IMPROVEMENT
LUCENE-1800,IMPROVEMENT,IMPROVEMENT
LUCENE-1801,IMPROVEMENT,TASK
LUCENE-1802,DOCUMENTATION,TASK
LUCENE-1803,DOCUMENTATION,BUG
LUCENE-1804,RFE,BUG
LUCENE-1805,BUG,BUG
LUCENE-1806,TEST,IMPROVEMENT
LUCENE-1807,RFE,IMPROVEMENT
LUCENE-1808,RFE,IMPROVEMENT
LUCENE-1809,RFE,BUG
LUCENE-1810,RFE,
LUCENE-1811,TEST,BUG
LUCENE-1812,RFE,RFE
LUCENE-1813,RFE,IMPROVEMENT
LUCENE-1814,TEST,BUG
LUCENE-1817,DOCUMENTATION,BUG
LUCENE-1818,BUG,BUG
LUCENE-1819,BUG,BUG
LUCENE-1821,RFE,BUG
LUCENE-1824,IMPROVEMENT,IMPROVEMENT
LUCENE-1825,BUG,IMPROVEMENT
LUCENE-1826,RFE,IMPROVEMENT
LUCENE-1827,REFACTORING,IMPROVEMENT
LUCENE-1828,BUG,BUG
LUCENE-1829,BUILD_SYSTEM,IMPROVEMENT
LUCENE-1830,BUG,BUG
LUCENE-1831,DESIGN_DEFECT,BUG
LUCENE-1832,BUG,BUG
LUCENE-1833,REFACTORING,IMPROVEMENT
LUCENE-1834,CLEANUP,TASK
LUCENE-1835,REFACTORING,TASK
LUCENE-1836,BUG,BUG
LUCENE-1837,IMPROVEMENT,BUG
LUCENE-1838,DESIGN_DEFECT,BUG
LUCENE-1839,IMPROVEMENT,IMPROVEMENT
LUCENE-1840,BUG,IMPROVEMENT
LUCENE-1841,DOCUMENTATION,IMPROVEMENT
LUCENE-1843,TEST,IMPROVEMENT
LUCENE-1844,TEST,IMPROVEMENT
LUCENE-1845,BUILD_SYSTEM,IMPROVEMENT
LUCENE-1846,BUG,BUG
LUCENE-1847,DESIGN_DEFECT,BUG
LUCENE-1848,DOCUMENTATION,IMPROVEMENT
LUCENE-1850,DOCUMENTATION,TASK
LUCENE-1851,BUILD_SYSTEM,IMPROVEMENT
LUCENE-1852,TEST,BUG
LUCENE-1854,BUILD_SYSTEM,IMPROVEMENT
LUCENE-1855,REFACTORING,IMPROVEMENT
LUCENE-1856,CLEANUP,TASK
LUCENE-1857,REFACTORING,IMPROVEMENT
LUCENE-1858,DOCUMENTATION,TASK
LUCENE-1860,IMPROVEMENT,IMPROVEMENT
LUCENE-1861,BUILD_SYSTEM,
LUCENE-1862,DOCUMENTATION,BUG
LUCENE-1863,DOCUMENTATION,BUG
LUCENE-1864,DOCUMENTATION,BUG
LUCENE-1865,DOCUMENTATION,TASK
LUCENE-1867,BUILD_SYSTEM,TASK
LUCENE-1868,DOCUMENTATION,TASK
LUCENE-1869,IMPROVEMENT,IMPROVEMENT
LUCENE-1870,BUILD_SYSTEM,BUG
LUCENE-1871,IMPROVEMENT,BUG
LUCENE-1872,DOCUMENTATION,IMPROVEMENT
LUCENE-1873,DOCUMENTATION,BUG
LUCENE-1874,DOCUMENTATION,BUG
LUCENE-1875,DOCUMENTATION,BUG
LUCENE-1876,DOCUMENTATION,IMPROVEMENT
LUCENE-1877,DOCUMENTATION,IMPROVEMENT
LUCENE-1878,CLEANUP,TASK
LUCENE-1880,REFACTORING,IMPROVEMENT
LUCENE-1882,REFACTORING,BUG
LUCENE-1883,DOCUMENTATION,IMPROVEMENT
LUCENE-1884,DOCUMENTATION,TASK
LUCENE-1885,BUG,BUG
