ID,CLASSIFIED,TYPE
225465,RFE,RFE
173180,BUG,BUG
437988,BUG,BUG
202344,CLEANUP,BUG
399348,IMPROVEMENT,BUG
203841,BUG,BUG
506940,SPEC,RFE
361616,RFE,BUG
419090,BUG,BUG
577141,BUG,BUG
137181,BUG,BUG
361067,BUG,BUG
340561,BUG,BUG
436731,BUG,BUG
56318,BUG,BUG
531436,RFE,BUG
108719,BUG,RFE
387694,TEST,BUG
415540,BUG,BUG
343976,BUG,BUG
40485,RFE,RFE
466207,DESIGN_DEFECT,RFE
62559,BUG,BUG
453360,DESIGN_DEFECT,BUG
368455,RFE,RFE
444047,BUG,BUG
316993,BUG,BUG
379377,RFE,BUG
386176,RFE,RFE
456546,BUG,BUG
257128,IMPROVEMENT,RFE
289294,BUG,BUG
420012,BUG,BUG
415451,BUG,BUG
393794,BUG,BUG
95736,BUG,BUG
39034,BUG,BUG
56879,SPEC,BUG
61979,IMPROVEMENT,BUG
256318,CLEANUP,RFE
125562,IMPROVEMENT,BUG
321967,BUG,BUG
289603,TEST,BUG
85426,BUG,BUG
492367,CLEANUP,BUG
335992,DESIGN_DEFECT,BUG
435625,BUG,BUG
431674,DESIGN_DEFECT,BUG
566181,BUG,BUG
238699,BUG,BUG
303460,RFE,BUG
58008,SPEC,BUG
429121,BUG,BUG
517861,IMPROVEMENT,RFE
383461,CLEANUP,BUG
114493,BUG,BUG
220362,BUG,BUG
726121,BUG,BUG
351664,BUG,BUG
229571,IMPROVEMENT,BUG
184107,BUG,BUG
181654,BUG,BUG
157196,DESIGN_DEFECT,BUG
350580,BUG,BUG
392481,IMPROVEMENT,RFE
145791,BUG,BUG
360568,DESIGN_DEFECT,BUG
344501,BUG,BUG
203402,BUG,BUG
368019,BUG,BUG
467396,BUG,BUG
18229,CLEANUP,BUG
397036,BUG,BUG
236108,CLEANUP,BUG
309029,BUG,BUG
392310,BUG,BUG
222635,IMPROVEMENT,BUG
40844,BUG,BUG
61226,BUG,BUG
39309,BUG,BUG
244492,DESIGN_DEFECT,RFE
600259,IMPROVEMENT,BUG
189183,CLEANUP,BUG
261278,RFE,RFE
122167,BUG,BUG
369536,BUG,BUG
289117,BUG,BUG
258844,RFE,RFE
254915,BUG,BUG
537483,BUG,BUG
369342,CLEANUP,BUG
256317,IMPROVEMENT,BUG
363058,CLEANUP,RFE
124508,BUG,BUG
83051,BUG,BUG
397497,CLEANUP,BUG
106548,BUG,BUG
203909,SPEC,BUG
505862,RFE,BUG
614668,DESIGN_DEFECT,BUG
505463,RFE,RFE
370400,RFE,BUG
714204,BUG,BUG
306268,BUG,BUG
393848,CLEANUP,BUG
397680,RFE,RFE
329908,DESIGN_DEFECT,BUG
49286,BUG,BUG
37317,RFE,BUG
471159,CLEANUP,BUG
158159,RFE,BUG
56185,BUG,BUG
218163,BUG,BUG
298786,BUG,BUG
217951,BUG,BUG
477604,BUG,BUG
256389,BUG,BUG
460739,TEST,BUG
199051,IMPROVEMENT,BUG
263936,BUG,BUG
412467,IMPROVEMENT,BUG
42097,BUG,BUG
508527,BUG,BUG
274311,IMPROVEMENT,RFE
414554,IMPROVEMENT,BUG
223435,RFE,RFE
447697,IMPROVEMENT,BUG
305323,BUG,BUG
274996,BUG,BUG
702060,BUG,BUG
73448,DESIGN_DEFECT,BUG
460726,CLEANUP,BUG
57060,SPEC,BUG
342807,RFE,RFE
236117,RFE,BUG
61267,SPEC,BUG
506859,SPEC,RFE
405558,IMPROVEMENT,BUG
228336,BUG,BUG
473761,BUG,BUG
393785,CLEANUP,BUG
38384,BUG,BUG
505211,RFE,RFE
600479,BUG,BUG
306584,BUG,BUG
60184,BUG,BUG
505890,RFE,RFE
132217,BUG,BUG
258144,RFE,RFE
463878,BUG,BUG
368453,RFE,RFE
398450,TEST,BUG
377777,BUG,BUG
429853,CLEANUP,BUG
460283,CLEANUP,BUG
414098,RFE,BUG
566186,BUG,BUG
505299,BUG,BUG
510504,BUG,BUG
173906,BUG,BUG
19980,BUG,BUG
204513,DESIGN_DEFECT,BUG
368323,BUG,BUG
190685,BUG,BUG
367707,RFE,RFE
396900,BUG,BUG
586057,RFE,RFE
290715,BUG,BUG
423557,BUG,BUG
46968,CLEANUP,BUG
469937,BUG,BUG
415508,BUG,BUG
181909,TEST,BUG
404211,BUG,BUG
193418,BUG,BUG
293958,BUG,BUG
476041,BUG,BUG
73555,BUG,BUG
487599,IMPROVEMENT,BUG
530947,BUG,BUG
302501,BUG,BUG
380005,DESIGN_DEFECT,BUG
239068,BUG,BUG
501972,BUG,BUG
281067,IMPROVEMENT,BUG
274467,CLEANUP,RFE
477233,BUG,BUG
182028,BUG,BUG
382098,BUG,BUG
220367,BUG,BUG
94257,BUG,BUG
238823,BUG,BUG
124900,BUG,BUG
201989,DESIGN_DEFECT,BUG
79568,BUG,BUG
256575,BUG,BUG
386997,RFE,BUG
326563,BUG,BUG
72021,IMPROVEMENT,BUG
509678,IMPROVEMENT,RFE
292324,BUG,BUG
495785,BUG,BUG
576874,CLEANUP,BUG
225926,RFE,BUG
513369,RFE,BUG
359358,BUG,BUG
263935,BUG,BUG
328924,DESIGN_DEFECT,BUG
407374,IMPROVEMENT,BUG
224334,RFE,RFE
208293,IMPROVEMENT,BUG
506910,SPEC,BUG
255891,BUG,BUG
436666,BUG,BUG
461138,BUG,BUG
477076,BUG,BUG
234777,BUG,BUG
369860,BUG,BUG
513682,DESIGN_DEFECT,BUG
630111,BUG,BUG
508964,SPEC,BUG
366550,DESIGN_DEFECT,BUG
154693,BUG,BUG
379382,RFE,BUG
281537,SPEC,BUG
118636,SPEC,BUG
164947,BUG,BUG
710225,BUG,BUG
64788,IMPROVEMENT,RFE
207968,CLEANUP,BUG
353300,RFE,BUG
217257,BUG,BUG
201987,BUG,BUG
41111,DESIGN_DEFECT,BUG
468070,IMPROVEMENT,BUG
121790,BUG,BUG
319614,IMPROVEMENT,BUG
463996,DESIGN_DEFECT,BUG
242805,RFE,RFE
321938,BUG,BUG
47859,CLEANUP,BUG
414869,BUG,BUG
192105,BUG,BUG
58479,BUG,BUG
310342,RFE,BUG
258183,DESIGN_DEFECT,BUG
177314,IMPROVEMENT,BUG
456357,RFE,BUG
567217,BUG,BUG
60235,DESIGN_DEFECT,BUG
56883,SPEC,BUG
60093,BUG,BUG
352346,BUG,BUG
467276,SPEC,BUG
396700,SPEC,BUG
95101,BUG,BUG
94250,BUG,BUG
157509,BUG,BUG
460956,DESIGN_DEFECT,BUG
210682,BUG,BUG
196149,BUG,RFE
676483,BUG,BUG
202255,CLEANUP,RFE
412433,BUG,BUG
400159,RFE,RFE
201326,RFE,BUG
409702,BUG,BUG
461115,BUILD_SYSTEM,BUG
192226,BUG,BUG
688018,BUG,BUG
375081,BUG,BUG
64285,SPEC,BUG
192288,BUG,BUG
179366,SPEC,BUG
278701,RFE,RFE
191668,BUG,BUG
444926,BUG,BUG
323054,BUG,BUG
77671,BUG,BUG
381180,BUG,BUG
540724,RFE,RFE
104493,CLEANUP,BUG
461122,IMPROVEMENT,BUG
282447,BUG,BUG
85880,BUG,BUG
257423,BUG,BUG
91343,BUG,BUG
462827,RFE,RFE
136893,SPEC,BUG
378580,BUG,BUG
320812,BUG,BUG
58120,BUG,BUG
214608,BUG,BUG
444935,BUG,BUG
496585,BUG,BUG
353002,CLEANUP,BUG
492036,BUG,BUG
277935,BUG,BUG
312702,RFE,RFE
383164,BUG,RFE
412755,CLEANUP,BUG
299613,RFE,RFE
225831,IMPROVEMENT,BUG
291591,BUG,BUG
492525,BUG,BUG
105438,CLEANUP,BUG
524931,BUG,BUG
76683,BUG,BUG
376831,BUG,BUG
310482,BUG,BUG
204210,BUG,BUG
