ID,CLASSIFIED,TYPE
JCR-1119,IMPROVEMENT,IMPROVEMENT
JCR-3275,DOCUMENTATION,IMPROVEMENT
JCR-1767,BUG,BUG
JCR-2061,RFE,
JCR-1538,IMPROVEMENT,IMPROVEMENT
JCR-2886,RFE,IMPROVEMENT
JCR-2631,TEST,IMPROVEMENT
JCR-158,IMPROVEMENT,IMPROVEMENT
JCR-2816,BUG,BUG
JCR-846,TASK,IMPROVEMENT
JCR-1504,BUG,BUG
JCR-201,BUG,BUG
JCR-2,BUILD_SYSTEM,TASK
JCR-3110,BUG,BUG
JCR-2705,IMPROVEMENT,BUG
JCR-2706,REFACTORING,IMPROVEMENT
JCR-2499,RFE,TASK
JCR-727,TEST,BUG
JCR-2925,CLEANUP,IMPROVEMENT
JCR-2813,BUG,BUG
JCR-1434,BUG,BUG
JCR-1792,BUG,BUG
JCR-2208,TEST,
JCR-876,IMPROVEMENT,IMPROVEMENT
JCR-221,BUG,BUG
JCR-3067,CLEANUP,IMPROVEMENT
JCR-541,BUG,BUG
JCR-244,RFE,IMPROVEMENT
JCR-1237,IMPROVEMENT,IMPROVEMENT
JCR-1512,BUG,BUG
JCR-726,IMPROVEMENT,IMPROVEMENT
JCR-672,BUG,BUG
JCR-3026,IMPROVEMENT,IMPROVEMENT
JCR-2230,RFE,
JCR-245,RFE,RFE
JCR-2994,RFE,IMPROVEMENT
JCR-948,RFE,IMPROVEMENT
JCR-574,BUG,BUG
JCR-3127,BUILD_SYSTEM,IMPROVEMENT
JCR-1952,BUG,BUG
JCR-596,BUILD_SYSTEM,TASK
JCR-1240,BUG,BUG
JCR-1217,BUG,BUG
JCR-181,IMPROVEMENT,BUG
JCR-3052,BUG,BUG
JCR-2255,RFE,BUG
JCR-1738,BUG,BUG
JCR-1747,RFE,IMPROVEMENT
JCR-265,BUG,BUG
JCR-2980,BUG,BUG
JCR-2514,IMPROVEMENT,IMPROVEMENT
JCR-479,BUG,BUG
JCR-49,BUG,BUG
JCR-2770,BUILD_SYSTEM,BUG
JCR-2681,BUG,BUG
JCR-1327,BUILD_SYSTEM,IMPROVEMENT
JCR-1591,RFE,
JCR-2413,BUG,BUG
JCR-2864,IMPROVEMENT,IMPROVEMENT
JCR-621,RFE,RFE
JCR-2529,BUG,BUG
JCR-889,RFE,RFE
JCR-1706,BUG,BUG
JCR-692,TEST,BUG
JCR-2643,IMPROVEMENT,IMPROVEMENT
JCR-1533,BUILD_SYSTEM,IMPROVEMENT
JCR-1203,TEST,IMPROVEMENT
JCR-1863,BUILD_SYSTEM,IMPROVEMENT
JCR-454,BUG,BUG
JCR-821,BUG,BUG
JCR-625,BUG,BUG
JCR-1609,RFE,
JCR-1179,BUG,BUG
JCR-1444,BUG,BUG
JCR-2841,IMPROVEMENT,IMPROVEMENT
JCR-1175,TEST,IMPROVEMENT
JCR-1248,RFE,RFE
JCR-132,RFE,
JCR-1947,RFE,
JCR-1978,BUILD_SYSTEM,IMPROVEMENT
JCR-749,TASK,IMPROVEMENT
JCR-2429,BUG,BUG
JCR-3234,BUG,BUG
JCR-1575,CLEANUP,IMPROVEMENT
JCR-1213,IMPROVEMENT,IMPROVEMENT
JCR-786,IMPROVEMENT,BUG
JCR-3161,RFE,IMPROVEMENT
JCR-2962,BUG,BUG
JCR-2246,CLEANUP,IMPROVEMENT
JCR-2829,BUG,BUG
JCR-1460,OTHER,BUG
JCR-437,BUG,BUG
JCR-66,REFACTORING,IMPROVEMENT
JCR-2814,IMPROVEMENT,IMPROVEMENT
JCR-1323,BUG,BUG
JCR-1797,RFE,IMPROVEMENT
JCR-548,RFE,RFE
JCR-694,CLEANUP,IMPROVEMENT
JCR-1437,TEST,RFE
JCR-2059,RFE,
JCR-2244,BUG,BUG
JCR-955,BUILD_SYSTEM,IMPROVEMENT
JCR-851,IMPROVEMENT,IMPROVEMENT
JCR-2876,IMPROVEMENT,IMPROVEMENT
JCR-750,RFE,RFE
JCR-1984,DESIGN_DEFECT,IMPROVEMENT
JCR-1957,REFACTORING,IMPROVEMENT
JCR-2169,BUG,BUG
JCR-382,BUG,BUG
JCR-2736,IMPROVEMENT,BUG
JCR-1915,IMPROVEMENT,BUG
JCR-2111,RFE,
JCR-2408,BUG,BUG
JCR-3212,TEST,
JCR-1178,IMPROVEMENT,IMPROVEMENT
JCR-3107,IMPROVEMENT,IMPROVEMENT
JCR-2738,DESIGN_DEFECT,IMPROVEMENT
JCR-1607,RFE,RFE
JCR-1887,RFE,IMPROVEMENT
JCR-2552,BUG,BUG
JCR-1898,IMPROVEMENT,IMPROVEMENT
JCR-303,DOCUMENTATION,RFE
JCR-3066,IMPROVEMENT,IMPROVEMENT
JCR-2534,BUG,BUG
JCR-3136,BUILD_SYSTEM,IMPROVEMENT
JCR-2708,TEST,IMPROVEMENT
JCR-1093,REFACTORING,IMPROVEMENT
JCR-296,DOCUMENTATION,
JCR-717,IMPROVEMENT,IMPROVEMENT
JCR-1717,RFE,RFE
JCR-653,TEST,BUG
JCR-1404,BUILD_SYSTEM,IMPROVEMENT
JCR-3009,BUG,BUG
JCR-3146,IMPROVEMENT,IMPROVEMENT
JCR-780,IMPROVEMENT,BUG
JCR-2417,BUG,BUG
JCR-2900,TEST,BUG
JCR-2844,BUG,BUG
JCR-2217,IMPROVEMENT,IMPROVEMENT
JCR-1113,REFACTORING,IMPROVEMENT
JCR-1963,IMPROVEMENT,IMPROVEMENT
JCR-2266,BUILD_SYSTEM,IMPROVEMENT
JCR-1769,RFE,IMPROVEMENT
JCR-975,IMPROVEMENT,IMPROVEMENT
JCR-584,IMPROVEMENT,IMPROVEMENT
JCR-2537,TEST,BUG
JCR-398,BUILD_SYSTEM,IMPROVEMENT
JCR-75,RFE,RFE
JCR-3138,IMPROVEMENT,IMPROVEMENT
JCR-3133,RFE,
JCR-1948,TEST,IMPROVEMENT
JCR-2979,DOCUMENTATION,IMPROVEMENT
JCR-159,BUG,BUG
JCR-1332,BUG,BUG
JCR-1561,RFE,RFE
JCR-1494,IMPROVEMENT,IMPROVEMENT
JCR-2995,IMPROVEMENT,IMPROVEMENT
JCR-3181,TEST,IMPROVEMENT
JCR-2116,RFE,
JCR-2503,BUG,BUG
JCR-2778,BUG,BUG
JCR-507,TEST,BUG
JCR-54,IMPROVEMENT,IMPROVEMENT
JCR-408,BUG,BUG
JCR-2024,IMPROVEMENT,BUG
JCR-2506,IMPROVEMENT,IMPROVEMENT
JCR-2490,BUG,BUG
JCR-3174,BUG,BUG
JCR-1824,IMPROVEMENT,IMPROVEMENT
JCR-3115,BUG,BUG
JCR-330,BUILD_SYSTEM,IMPROVEMENT
JCR-2478,IMPROVEMENT,IMPROVEMENT
JCR-2883,BUG,BUG
JCR-385,BUG,BUG
JCR-624,BUG,BUG
JCR-238,BUG,BUG
JCR-2869,BUG,BUG
JCR-1954,IMPROVEMENT,IMPROVEMENT
JCR-2852,RFE,IMPROVEMENT
JCR-2563,RFE,RFE
JCR-285,TEST,BUG
JCR-474,RFE,IMPROVEMENT
JCR-2317,IMPROVEMENT,IMPROVEMENT
JCR-396,BUG,BUG
JCR-1691,RFE,IMPROVEMENT
JCR-2002,RFE,IMPROVEMENT
JCR-832,BUG,BUG
JCR-1649,BUILD_SYSTEM,IMPROVEMENT
JCR-1204,REFACTORING,IMPROVEMENT
JCR-1454,BUG,BUG
JCR-3095,BUG,BUG
JCR-761,BUG,BUG
JCR-1559,BUG,BUG
JCR-3027,BUG,IMPROVEMENT
JCR-957,IMPROVEMENT,IMPROVEMENT
JCR-1592,RFE,
JCR-1177,REFACTORING,IMPROVEMENT
JCR-455,BUG,BUG
JCR-1251,IMPROVEMENT,IMPROVEMENT
JCR-3139,BUG,BUG
JCR-998,RFE,RFE
JCR-891,RFE,RFE
JCR-400,IMPROVEMENT,BUG
JCR-280,BUG,BUG
JCR-2004,SPEC,
JCR-2865,BUG,BUG
JCR-2270,BUG,BUG
JCR-272,BUG,BUG
JCR-2432,BUG,IMPROVEMENT
JCR-2569,RFE,RFE
JCR-3076,IMPROVEMENT,IMPROVEMENT
JCR-1877,OTHER,RFE
JCR-2236,BUG,BUG
JCR-2836,IMPROVEMENT,BUG
JCR-2138,BUG,BUG
JCR-1798,IMPROVEMENT,IMPROVEMENT
JCR-160,BUG,BUG
JCR-1627,BUILD_SYSTEM,BUG
JCR-614,IMPROVEMENT,BUG
JCR-242,BUG,BUG
JCR-3222,RFE,IMPROVEMENT
JCR-1345,BUG,BUG
JCR-247,RFE,IMPROVEMENT
JCR-333,BUG,BUG
JCR-973,BUG,BUG
JCR-2188,TEST,IMPROVEMENT
JCR-1159,DOCUMENTATION,IMPROVEMENT
JCR-2887,REFACTORING,IMPROVEMENT
JCR-1543,IMPROVEMENT,IMPROVEMENT
JCR-8,DESIGN_DEFECT,BUG
JCR-788,IMPROVEMENT,IMPROVEMENT
JCR-1658,BUG,BUG
JCR-32,BUG,BUG
JCR-1233,REFACTORING,IMPROVEMENT
JCR-3184,RFE,IMPROVEMENT
JCR-373,DOCUMENTATION,BUG
JCR-353,BUG,BUG
JCR-125,BUG,BUG
JCR-1331,BACKPORT,BUG
JCR-1739,IMPROVEMENT,IMPROVEMENT
JCR-306,CLEANUP,IMPROVEMENT
JCR-39,BUG,BUG
JCR-1580,REFACTORING,BUG
JCR-929,BUG,BUG
JCR-1095,TEST,BUG
JCR-553,BUG,BUG
JCR-2026,BUG,BUG
JCR-429,BUG,BUG
JCR-2206,REFACTORING,IMPROVEMENT
JCR-772,BUG,BUG
JCR-2862,BUG,BUG
JCR-270,BUG,BUG
JCR-1550,CLEANUP,IMPROVEMENT
JCR-898,IMPROVEMENT,IMPROVEMENT
JCR-568,BUG,BUG
JCR-2810,BUG,BUG
JCR-3172,RFE,IMPROVEMENT
JCR-1545,BUG,BUG
JCR-2716,IMPROVEMENT,IMPROVEMENT
JCR-10,BUG,BUG
JCR-1295,RFE,RFE
JCR-1523,RFE,RFE
JCR-1495,BUG,BUG
JCR-2287,BUG,BUG
JCR-2048,BUG,BUG
JCR-1359,BUG,BUG
JCR-2672,IMPROVEMENT,IMPROVEMENT
JCR-2327,IMPROVEMENT,IMPROVEMENT
JCR-2772,IMPROVEMENT,IMPROVEMENT
JCR-304,BUILD_SYSTEM,TASK
JCR-95,BUILD_SYSTEM,IMPROVEMENT
JCR-2038,IMPROVEMENT,IMPROVEMENT
JCR-2063,BUG,BUG
JCR-415,IMPROVEMENT,IMPROVEMENT
JCR-2684,BUG,BUG
JCR-3019,REFACTORING,IMPROVEMENT
JCR-1765,IMPROVEMENT,IMPROVEMENT
JCR-2832,BUG,BUG
JCR-1081,TEST,BUG
JCR-705,BUG,BUG
JCR-915,BUG,BUG
JCR-1085,CLEANUP,IMPROVEMENT
JCR-1430,BUILD_SYSTEM,IMPROVEMENT
JCR-2837,BUG,BUG
JCR-68,BUG,BUG
JCR-2940,BUG,BUG
JCR-594,RFE,BUG
JCR-1025,IMPROVEMENT,IMPROVEMENT
JCR-835,OTHER,BUG
JCR-958,IMPROVEMENT,IMPROVEMENT
JCR-3132,TEST,IMPROVEMENT
JCR-602,IMPROVEMENT,BUG
JCR-865,BUILD_SYSTEM,BUG
JCR-120,BUG,BUG
JCR-1200,RFE,IMPROVEMENT
JCR-3248,REFACTORING,IMPROVEMENT
JCR-2890,BUG,BUG
JCR-343,RFE,IMPROVEMENT
JCR-1679,BUG,BUG
JCR-940,RFE,IMPROVEMENT
JCR-2710,RFE,IMPROVEMENT
JCR-758,BUG,BUG
JCR-514,TEST,BUG
JCR-755,RFE,RFE
JCR-193,SPEC,IMPROVEMENT
JCR-1413,IMPROVEMENT,IMPROVEMENT
JCR-1143,BUG,BUG
JCR-1756,BUILD_SYSTEM,IMPROVEMENT
JCR-945,BUILD_SYSTEM,BUG
JCR-1090,BUG,BUG
JCR-1448,BUG,BUG
JCR-207,BUG,BUG
JCR-2320,RFE,IMPROVEMENT
JCR-2106,BUG,IMPROVEMENT
JCR-1142,BUG,IMPROVEMENT
JCR-2261,TEST,BUG
JCR-3007,BUG,BUG
JCR-525,TEST,BUG
JCR-2632,BUG,BUG
JCR-1883,BUG,BUG
JCR-1063,IMPROVEMENT,IMPROVEMENT
JCR-896,IMPROVEMENT,IMPROVEMENT
JCR-962,BUG,BUG
JCR-2824,REFACTORING,BUG
JCR-2174,CLEANUP,IMPROVEMENT
JCR-632,BUG,BUG
JCR-2016,IMPROVEMENT,BUG
JCR-2978,RFE,IMPROVEMENT
JCR-809,TEST,IMPROVEMENT
JCR-2774,RFE,BUG
JCR-1719,RFE,RFE
JCR-530,OTHER,TASK
JCR-1998,IMPROVEMENT,IMPROVEMENT
JCR-1539,CLEANUP,IMPROVEMENT
JCR-815,BUG,BUG
JCR-59,BUG,BUG
JCR-544,BUG,BUG
JCR-715,BUILD_SYSTEM,BUG
JCR-145,RFE,IMPROVEMENT
JCR-1111,IMPROVEMENT,IMPROVEMENT
JCR-1817,REFACTORING,BUG
JCR-2140,RFE,
JCR-917,BUILD_SYSTEM,IMPROVEMENT
JCR-410,IMPROVEMENT,IMPROVEMENT
JCR-816,BUG,BUG
JCR-858,BUG,BUG
JCR-1503,OTHER,BUG
JCR-3218,REFACTORING,BUG
JCR-1913,TEST,IMPROVEMENT
JCR-1097,REFACTORING,IMPROVEMENT
JCR-1365,IMPROVEMENT,IMPROVEMENT
JCR-131,IMPROVEMENT,IMPROVEMENT
JCR-711,BUG,BUG
JCR-57,BUG,BUG
JCR-375,BUG,BUG
JCR-33,BUG,BUG
JCR-1718,IMPROVEMENT,IMPROVEMENT
JCR-2587,IMPROVEMENT,IMPROVEMENT
JCR-532,BUG,BUG
JCR-704,BUILD_SYSTEM,IMPROVEMENT
JCR-164,BUG,BUG
JCR-2543,BUG,BUG
JCR-2835,IMPROVEMENT,IMPROVEMENT
JCR-545,RFE,IMPROVEMENT
JCR-1922,SPEC,IMPROVEMENT
JCR-2749,CLEANUP,IMPROVEMENT
JCR-980,BUG,BUG
JCR-380,TASK,TASK
JCR-2152,RFE,IMPROVEMENT
JCR-481,TEST,BUG
JCR-420,BUG,BUG
JCR-1226,IMPROVEMENT,BUG
JCR-801,RFE,IMPROVEMENT
JCR-2895,RFE,BUG
JCR-684,IMPROVEMENT,IMPROVEMENT
JCR-884,BUG,BUG
JCR-447,BUG,BUG
JCR-1696,IMPROVEMENT,IMPROVEMENT
JCR-2055,RFE,RFE
JCR-2975,RFE,IMPROVEMENT
JCR-719,BUG,BUG
JCR-2121,IMPROVEMENT,IMPROVEMENT
JCR-428,BUG,BUG
JCR-2276,BUG,BUG
JCR-2458,RFE,IMPROVEMENT
JCR-1289,RFE,RFE
JCR-105,RFE,IMPROVEMENT
JCR-166,BUG,BUG
JCR-4,TASK,TASK
JCR-122,BUG,BUG
JCR-1920,BUG,BUG
JCR-3178,DOCUMENTATION,IMPROVEMENT
JCR-670,IMPROVEMENT,IMPROVEMENT
JCR-1576,CLEANUP,IMPROVEMENT
JCR-1439,BUG,BUG
JCR-1021,IMPROVEMENT,IMPROVEMENT
JCR-912,BUG,BUG
JCR-368,RFE,RFE
JCR-2415,IMPROVEMENT,IMPROVEMENT
JCR-2573,IMPROVEMENT,IMPROVEMENT
JCR-1176,IMPROVEMENT,BUG
JCR-3046,IMPROVEMENT,IMPROVEMENT
JCR-142,DESIGN_DEFECT,IMPROVEMENT
JCR-448,BUG,BUG
JCR-668,RFE,IMPROVEMENT
JCR-384,BUG,BUG
JCR-2470,OTHER,IMPROVEMENT
JCR-826,TEST,BUG
JCR-1527,RFE,IMPROVEMENT
JCR-1585,TEST,TEST
JCR-1793,IMPROVEMENT,IMPROVEMENT
JCR-655,TEST,BUG
JCR-243,REFACTORING,IMPROVEMENT
JCR-2231,IMPROVEMENT,IMPROVEMENT
JCR-342,DESIGN_DEFECT,IMPROVEMENT
JCR-1985,BUG,BUG
JCR-197,IMPROVEMENT,IMPROVEMENT
JCR-1937,BUILD_SYSTEM,IMPROVEMENT
JCR-2258,TEST,BUG
JCR-2578,CLEANUP,IMPROVEMENT
JCR-2423,REFACTORING,IMPROVEMENT
JCR-1408,BUG,BUG
JCR-886,BUG,BUG
JCR-2262,IMPROVEMENT,IMPROVEMENT
JCR-1683,TEST,IMPROVEMENT
JCR-2171,BUG,BUG
JCR-3001,BUG,BUG
JCR-971,BUG,BUG
JCR-348,RFE,IMPROVEMENT
JCR-753,DOCUMENTATION,BUG
JCR-1566,BUG,BUG
JCR-1040,BUG,BUG
JCR-892,BUG,BUG
JCR-79,BUG,BUG
JCR-2800,RFE,RFE
JCR-3081,RFE,RFE
JCR-485,TEST,BUG
JCR-1069,TEST,BUG
JCR-2259,CLEANUP,IMPROVEMENT
JCR-1674,RFE,IMPROVEMENT
JCR-1188,RFE,RFE
JCR-2265,IMPROVEMENT,IMPROVEMENT
JCR-2746,BUG,BUG
JCR-3075,BUG,BUG
JCR-2759,IMPROVEMENT,IMPROVEMENT
JCR-179,BUG,BUG
JCR-1964,BUG,BUG
JCR-2176,BUG,BUG
JCR-2795,IMPROVEMENT,IMPROVEMENT
JCR-2223,BUG,BUG
JCR-1409,BUG,BUG
JCR-2301,RFE,RFE
JCR-3036,BUG,BUG
JCR-2879,RFE,RFE
JCR-743,BUG,BUG
JCR-890,IMPROVEMENT,IMPROVEMENT
JCR-446,IMPROVEMENT,IMPROVEMENT
JCR-109,BUG,BUG
JCR-2594,RFE,IMPROVEMENT
JCR-1805,IMPROVEMENT,IMPROVEMENT
JCR-582,RFE,BUG
JCR-3229,RFE,IMPROVEMENT
JCR-2695,TEST,IMPROVEMENT
JCR-1072,TEST,BUG
JCR-451,IMPROVEMENT,IMPROVEMENT
JCR-967,IMPROVEMENT,IMPROVEMENT
JCR-1231,CLEANUP,IMPROVEMENT
JCR-906,RFE,RFE
JCR-1775,RFE,IMPROVEMENT
JCR-226,BUG,BUG
JCR-256,IMPROVEMENT,IMPROVEMENT
JCR-1282,DOCUMENTATION,IMPROVEMENT
JCR-2613,BUG,BUG
JCR-2352,BUG,BUG
JCR-1316,IMPROVEMENT,IMPROVEMENT
JCR-1398,BUG,BUG
JCR-2100,TEST,IMPROVEMENT
JCR-457,BUG,BUG
JCR-283,BUG,BUG
JCR-1497,TEST,BUG
JCR-2477,IMPROVEMENT,IMPROVEMENT
JCR-1024,IMPROVEMENT,IMPROVEMENT
JCR-2019,UNKNOWN,BUG
JCR-3266,BUG,BUG
JCR-1699,IMPROVEMENT,IMPROVEMENT
JCR-677,IMPROVEMENT,IMPROVEMENT
JCR-3004,IMPROVEMENT,IMPROVEMENT
JCR-1737,IMPROVEMENT,BUG
JCR-363,SPEC,BUG
JCR-1303,BUILD_SYSTEM,BUG
JCR-3080,RFE,RFE
JCR-2805,IMPROVEMENT,IMPROVEMENT
JCR-225,IMPROVEMENT,IMPROVEMENT
JCR-2115,RFE,
JCR-190,IMPROVEMENT,IMPROVEMENT
JCR-1315,DOCUMENTATION,TASK
JCR-1745,IMPROVEMENT,IMPROVEMENT
JCR-1356,DOCUMENTATION,TASK
JCR-1110,TEST,BUG
JCR-627,BUG,BUG
JCR-918,TEST,TEST
JCR-15,BUG,BUG
JCR-2553,BUG,BUG
JCR-3047,RFE,IMPROVEMENT
JCR-327,BUG,BUG
JCR-2817,IMPROVEMENT,IMPROVEMENT
JCR-261,BUG,BUG
JCR-2752,BUG,BUG
JCR-1068,TEST,BUG
JCR-536,TEST,BUG
JCR-1726,BUILD_SYSTEM,TASK
JCR-762,BUG,BUG
JCR-2781,IMPROVEMENT,IMPROVEMENT
JCR-189,IMPROVEMENT,IMPROVEMENT
JCR-1924,RFE,IMPROVEMENT
JCR-2080,BUG,BUG
JCR-977,RFE,IMPROVEMENT
JCR-658,TEST,BUG
JCR-81,SPEC,BUG
JCR-1371,IMPROVEMENT,IMPROVEMENT
JCR-1502,BUG,BUG
JCR-2108,RFE,
JCR-3149,BUG,BUG
JCR-2826,BUG,BUG
JCR-2939,BUG,BUG
JCR-1878,IMPROVEMENT,IMPROVEMENT
JCR-1857,BUG,BUG
JCR-2465,BUG,BUG
JCR-436,BUG,BUG
JCR-13,IMPROVEMENT,BUG
JCR-1120,TEST,BUG
JCR-2993,RFE,IMPROVEMENT
JCR-2793,CLEANUP,BUG
JCR-2487,BUG,BUG
JCR-2304,BUG,BUG
JCR-920,RFE,IMPROVEMENT
JCR-2058,RFE,
JCR-2468,BUG,BUG
JCR-2291,BUG,BUG
JCR-1155,DOCUMENTATION,IMPROVEMENT
JCR-70,SPEC,BUG
JCR-1819,RFE,IMPROVEMENT
JCR-2976,RFE,IMPROVEMENT
JCR-1714,BUG,BUG
JCR-366,RFE,IMPROVEMENT
JCR-1467,RFE,RFE
JCR-2107,RFE,
JCR-2356,BUG,BUG
JCR-2448,RFE,IMPROVEMENT
JCR-1727,BUG,BUG
JCR-1865,RFE,IMPROVEMENT
JCR-1170,BUG,BUG
JCR-1017,IMPROVEMENT,IMPROVEMENT
JCR-2209,IMPROVEMENT,IMPROVEMENT
JCR-1611,BUG,BUG
JCR-2405,BUG,BUG
JCR-1459,BUG,BUG
JCR-1816,RFE,IMPROVEMENT
JCR-1744,BUG,BUG
JCR-2576,BUG,BUG
JCR-1038,BUG,BUG
JCR-2726,IMPROVEMENT,IMPROVEMENT
JCR-313,RFE,IMPROVEMENT
JCR-108,BUG,BUG
JCR-421,BUG,BUG
JCR-2498,RFE,IMPROVEMENT
JCR-2943,IMPROVEMENT,IMPROVEMENT
JCR-2288,SPEC,BUG
JCR-1866,BUG,BUG
JCR-2218,IMPROVEMENT,IMPROVEMENT
JCR-2460,REFACTORING,IMPROVEMENT
JCR-1551,IMPROVEMENT,BUG
JCR-1478,TEST,TEST
JCR-1468,BUG,BUG
JCR-2014,IMPROVEMENT,BUG
JCR-1344,BUG,IMPROVEMENT
JCR-175,RFE,IMPROVEMENT
JCR-1389,BUG,BUG
JCR-1297,OTHER,IMPROVEMENT
JCR-626,OTHER,IMPROVEMENT
JCR-1926,BUG,BUG
JCR-2149,CLEANUP,IMPROVEMENT
JCR-2224,RFE,IMPROVEMENT
JCR-62,BUG,BUG
JCR-2007,BUG,BUG
JCR-2649,RFE,RFE
JCR-273,BUG,BUG
JCR-2156,DOCUMENTATION,IMPROVEMENT
JCR-2455,BUILD_SYSTEM,IMPROVEMENT
JCR-180,RFE,BUG
JCR-2200,RFE,
JCR-913,BUG,BUG
JCR-894,BUG,BUG
JCR-1976,BUG,BUG
JCR-2127,BUG,BUG
JCR-1530,BUG,BUG
JCR-2365,BUG,BUG
JCR-1392,IMPROVEMENT,BUG
