ID,CLASSIFIED,TYPE
40901,BUG,BUG
38197,BUG,BUG
36847,BUILD_SYSTEM,BUG
36673,BUG,BUG
33558,BUG,BUG
42547,BUG,BUG
25980,DOCUMENTATION,BUG
33810,BUG,BUG
41059,RFE,BUG
43611,BUG,BUG
27299,BUG,BUG
42643,BUILD_SYSTEM,BUG
30583,RFE,BUG
30325,BUG,RFE
27469,IMPROVEMENT,BUG
30650,DOCUMENTATION,RFE
50772,OTHER,BUG
26715,BUG,BUG
24968,DOCUMENTATION,BUG
15410,IMPROVEMENT,RFE
41057,BUG,BUG
34170,BUG,BUG
39433,RFE,BUG
34006,BUG,BUG
12414,BUG,BUG
40192,OTHER,BUG
39883,DOCUMENTATION,BUG
33106,IMPROVEMENT,RFE
36481,BUG,RFE
41606,OTHER,BUG
18200,BUG,BUG
35114,BUILD_SYSTEM,BUG
32382,DOCUMENTATION,RFE
48717,BUG,BUG
34749,BUG,BUG
28914,RFE,BUG
25452,BUILD_SYSTEM,BUG
23525,BUG,BUG
22691,BUG,RFE
27338,BUG,BUG
32753,BUG,BUG
29108,BUG,BUG
37515,BUILD_SYSTEM,BUG
12135,DOCUMENTATION,BUG
31288,RFE,RFE
46717,BUG,BUG
36534,BUG,BUG
35276,BUG,BUG
32235,BUG,BUG
12461,CLEANUP,BUG
33267,BUG,BUG
43191,IMPROVEMENT,BUG
45323,DOCUMENTATION,BUG
25593,BUG,BUG
39657,RFE,BUG
15904,BUG,BUG
26237,BUG,BUG
35351,BUG,BUG
22090,BUG,BUG
16731,BUG,BUG
36254,BUG,BUG
26051,RFE,BUG
23881,IMPROVEMENT,BUG
34724,RFE,RFE
28131,BUG,BUG
17749,BUG,BUG
28631,BUG,BUG
12467,BUG,BUG
28156,BUG,BUG
48138,DOCUMENTATION,BUG
36319,DOCUMENTATION,BUG
43887,IMPROVEMENT,BUG
17387,IMPROVEMENT,BUG
32130,BUG,BUG
22995,RFE,RFE
37896,BUG,BUG
23764,BUG,BUG
43957,OTHER,BUG
27104,BUG,BUG
47744,BUG,BUG
40257,OTHER,BUG
17062,BUG,BUG
37984,BUG,BUG
31129,DOCUMENTATION,BUG
29866,BUG,BUG
25787,BUG,BUG
33778,DOCUMENTATION,BUG
33776,BUG,BUG
40802,BUILD_SYSTEM,BUG
49236,OTHER,BUG
39602,OTHER,BUG
38194,IMPROVEMENT,RFE
40723,DOCUMENTATION,BUG
40001,RFE,RFE
30289,BUG,BUG
31576,CLEANUP,BUG
38373,DOCUMENTATION,BUG
38489,OTHER,BUG
30756,DOCUMENTATION,BUG
40714,BUG,BUG
43241,SPEC,BUG
29418,RFE,BUG
17397,BUG,BUG
29831,RFE,BUG
35571,BUG,BUG
39402,BUG,BUG
46552,IMPROVEMENT,BUG
13553,BUG,BUG
12321,BUG,BUG
41675,IMPROVEMENT,RFE
22174,OTHER,BUG
27629,OTHER,BUG
37788,RFE,RFE
13058,BUG,BUG
18639,BUG,BUG
46509,BUG,BUG
41179,IMPROVEMENT,RFE
36922,DOCUMENTATION,RFE
15338,BUG,RFE
31110,OTHER,BUG
31722,BUG,BUG
31447,RFE,RFE
11829,BUG,BUG
29779,BUG,BUG
45996,RFE,BUG
38088,IMPROVEMENT,BUG
41008,BUG,BUG
4690,RFE,BUG
40578,IMPROVEMENT,BUG
44673,BUG,BUG
36088,DOCUMENTATION,RFE
39572,BUG,BUG
37808,BUG,BUG
40551,RFE,BUG
19610,RFE,BUG
47609,BUILD_SYSTEM,BUG
48322,BUG,BUG
39194,OTHER,BUG
9351,BUG,BUG
36198,OTHER,BUG
45840,BUG,BUG
45500,OTHER,BUG
37977,BUILD_SYSTEM,RFE
39603,BUG,BUG
41265,BUG,BUG
22857,BUG,BUG
15967,BUG,BUG
33187,BUG,BUG
28943,BUG,BUG
31436,BUG,BUG
51473,BUG,BUG
40593,IMPROVEMENT,RFE
27336,BUG,BUG
41722,RFE,BUG
31277,DOCUMENTATION,BUG
27309,BUG,BUG
36388,BUG,BUG
31912,RFE,RFE
20291,OTHER,BUG
37668,DOCUMENTATION,BUG
42689,IMPROVEMENT,BUG
49935,BUG,BUG
43538,RFE,RFE
27665,BUG,BUG
39689,BUG,BUG
33522,DOCUMENTATION,BUG
41608,BUG,BUG
39292,BUG,BUG
38810,OTHER,BUG
31465,BUG,BUG
28634,RFE,RFE
16778,BUG,BUG
38389,OTHER,BUG
39425,IMPROVEMENT,BUG
39711,DOCUMENTATION,BUG
35758,BUG,BUG
29166,OTHER,BUG
26906,BUG,BUG
39212,DOCUMENTATION,BUG
30291,BUG,BUG
48236,IMPROVEMENT,BUG
38555,BUG,BUG
36558,IMPROVEMENT,BUG
32454,DOCUMENTATION,BUG
33373,BUG,BUG
41990,OTHER,BUG
29561,BUG,BUG
35916,BUG,BUG
36173,BUG,BUG
31098,BUG,BUG
39396,IMPROVEMENT,BUG
33539,IMPROVEMENT,BUG
38415,BUG,BUG
32431,BUG,BUG
33157,BUG,BUG
43594,OTHER,BUG
33961,BUG,BUG
18465,BUG,BUG
16088,BUG,BUG
372,BUG,BUG
52640,OTHER,BUG
46909,IMPROVEMENT,BUG
34399,BUG,BUG
42119,BUG,BUG
15774,OTHER,BUG
39787,BUG,BUG
12653,BUG,BUG
39055,RFE,RFE
36289,OTHER,BUG
40929,DOCUMENTATION,BUG
29597,IMPROVEMENT,BUG
35978,RFE,BUG
35835,OTHER,BUG
35865,BUG,BUG
47507,OTHER,BUG
42314,BUG,BUG
18204,BUG,BUG
29174,IMPROVEMENT,BUG
15189,IMPROVEMENT,RFE
25792,BUG,BUG
19071,BUG,BUG
34615,IMPROVEMENT,BUG
18251,SPEC,BUG
25234,BUG,BUG
12559,BUG,BUG
30239,DOCUMENTATION,BUG
22291,BUILD_SYSTEM,RFE
15354,BUG,BUG
17611,BUG,BUG
33368,BUG,BUG
12717,BUG,BUG
43236,BUG,BUG
30905,BUG,BUG
38390,BUG,BUG
23751,BUG,BUG
42354,BUG,BUG
12558,BUG,BUG
16395,BUG,BUG
26567,IMPROVEMENT,BUG
26171,BUG,BUG
6582,DOCUMENTATION,BUG
31578,DOCUMENTATION,BUG
43478,TASK,BUG
44943,OTHER,BUG
49647,OTHER,BUG
36055,BUG,BUG
26135,BUG,BUG
29038,BUG,BUG
40160,RFE,RFE
37285,IMPROVEMENT,BUG
25878,BUG,BUG
16077,BUG,BUG
21823,BUG,BUG
36343,BUG,BUG
36484,BUG,BUG
43079,BUG,BUG
41661,IMPROVEMENT,BUG
34956,SPEC,BUG
48686,BUG,BUG
41766,OTHER,BUG
26276,BUG,BUG
27296,BUG,BUG
41020,IMPROVEMENT,BUG
31677,IMPROVEMENT,BUG
19196,OTHER,BUG
39596,BUG,BUG
15364,BUG,BUG
43675,BUG,BUG
37793,BUG,BUG
16129,BUG,BUG
40534,RFE,RFE
37612,IMPROVEMENT,BUG
25079,BUG,BUG
28959,BUG,BUG
26611,BUG,BUG
11883,BUG,BUG
19032,BUG,BUG
36247,BUG,BUG
40844,BUG,BUG
35090,DOCUMENTATION,BUG
21553,BUG,BUG
31671,RFE,RFE
15863,BUG,BUG
39090,OTHER,BUG
22602,BUILD_SYSTEM,RFE
37934,SPEC,BUG
29887,BUG,BUG
41655,DOCUMENTATION,BUG
27190,BUG,BUG
41017,RFE,BUG
50413,BUG,BUG
43796,RFE,RFE
35014,DOCUMENTATION,RFE
27090,RFE,RFE
36594,BUG,BUG
29368,CLEANUP,RFE
35613,DOCUMENTATION,BUG
23290,DOCUMENTATION,BUG
43914,BUG,BUG
36136,REFACTORING,RFE
26010,OTHER,BUG
22084,IMPROVEMENT,BUG
36123,DOCUMENTATION,BUG
30984,RFE,RFE
30159,DOCUMENTATION,BUG
49196,BUG,BUG
27517,BUG,BUG
30415,IMPROVEMENT,BUG
37326,BUG,BUG
27988,IMPROVEMENT,RFE
27948,BUG,BUG
33804,IMPROVEMENT,BUG
25681,BUG,BUG
32604,IMPROVEMENT,BUG
26988,BUG,BUG
30624,BUG,BUG
35942,OTHER,BUG
37284,RFE,BUG
37822,BUG,BUG
36574,DOCUMENTATION,BUG
35788,DOCUMENTATION,RFE
18199,BUG,BUG
27752,BUG,BUG
29478,BUG,BUG
31945,RFE,RFE
21978,BUG,BUG
12469,BUG,BUG
35894,RFE,BUG
45880,OTHER,BUG
32908,BUG,BUG
22494,CLEANUP,BUG
27520,BUG,BUG
41493,BUG,BUG
13138,BUG,BUG
18202,BUG,BUG
30314,IMPROVEMENT,RFE
49718,BUG,BUG
28361,BUG,BUG
28696,BUG,BUG
14616,IMPROVEMENT,BUG
32746,BUG,BUG
27050,BUG,BUG
30245,DOCUMENTATION,BUG
38376,BUG,BUG
49749,IMPROVEMENT,BUG
39674,OTHER,BUG
34760,IMPROVEMENT,BUG
47987,BUG,BUG
41498,DOCUMENTATION,RFE
39041,OTHER,BUG
38570,BUG,BUG
38774,RFE,RFE
25033,BUG,BUG
30352,RFE,RFE
39637,BUG,BUG
35033,BUG,BUG
32714,DESIGN_DEFECT,BUG
15854,BUG,BUG
35696,BUG,BUG
45453,BUG,BUG
12201,BUG,BUG
40150,BUG,BUG
26162,BUG,BUG
40677,DOCUMENTATION,BUG
39011,OTHER,BUG
25011,DOCUMENTATION,BUG
30359,BUG,BUG
47554,BUG,BUG
25807,OTHER,BUG
24957,BUG,BUG
31732,BUG,BUG
30561,BUG,BUG
28441,RFE,RFE
39832,IMPROVEMENT,RFE
21731,BUG,BUG
40524,BUG,BUG
41674,IMPROVEMENT,BUG
12343,BUG,BUG
36840,BUG,BUG
25010,RFE,RFE
32719,BUG,BUG
39791,IMPROVEMENT,BUG
33357,BUG,BUG
31804,BUG,BUG
38052,DOCUMENTATION,BUG
38206,OTHER,BUG
50325,IMPROVEMENT,RFE
37261,BUG,BUG
28147,BUG,RFE
41739,BUG,BUG
26838,BUG,BUG
43702,IMPROVEMENT,BUG
47688,DOCUMENTATION,BUG
45628,BUG,BUG
45933,BUG,BUG
37070,DOCUMENTATION,BUG
22571,BUG,BUG
33743,BUG,BUG
28259,IMPROVEMENT,BUG
32445,BUG,BUG
17398,BUG,BUG
30179,BUG,BUG
19942,BUG,BUG
19607,BUILD_SYSTEM,BUG
28709,BUG,BUG
22192,BUG,BUG
18236,BUG,BUG
28971,BUG,BUG
41267,BUG,BUG
31171,BUG,BUG
38553,IMPROVEMENT,BUG
25138,BUG,BUG
17783,BUG,BUG
32694,BUG,BUG
41718,IMPROVEMENT,RFE
45666,BUG,BUG
19445,OTHER,BUG
36968,BUILD_SYSTEM,BUG
38030,BUG,BUG
44087,BUG,BUG
46907,BUG,BUG
32729,BUG,BUG
14413,BUG,BUG
27830,BUG,BUG
18535,BUG,BUG
39021,RFE,RFE
43423,OTHER,RFE
29521,BUG,BUG
41673,BUG,RFE
40241,IMPROVEMENT,BUG
47032,BUG,BUG
44282,IMPROVEMENT,BUG
12147,OTHER,BUG
25419,IMPROVEMENT,BUG
34794,DOCUMENTATION,RFE
39975,BUG,BUG
12107,OTHER,BUG
41051,BUG,BUG
33453,BUG,RFE
33572,BUG,BUG
42401,DOCUMENTATION,BUG
30067,BUG,BUG
12654,BUG,BUG
18220,BUG,BUG
48516,BUG,BUG
36923,BUG,BUG
44094,BUG,BUG
43622,BUG,BUG
32031,BUG,BUG
21917,RFE,BUG
31362,BUG,BUG
35869,BUG,RFE
33510,IMPROVEMENT,BUG
44529,SPEC,BUG
37781,BUG,BUG
40999,RFE,BUG
46982,BUG,BUG
49494,OTHER,BUG
19958,BUG,BUG
27617,IMPROVEMENT,RFE
31623,BUG,BUG
33719,DOCUMENTATION,BUG
37356,BUG,BUG
43757,BUG,BUG
45293,BUG,BUG
47316,BUG,BUG
29688,BUG,BUG
25610,DOCUMENTATION,BUG
12269,BUG,BUG
33650,IMPROVEMENT,RFE
28262,BUG,BUG
27664,IMPROVEMENT,BUG
28244,SPEC,BUG
42202,BUG,BUG
30602,BUG,BUG
22867,OTHER,BUG
51073,IMPROVEMENT,BUG
32741,IMPROVEMENT,BUG
36611,DOCUMENTATION,BUG
39769,BUG,BUG
42443,TASK,BUG
32781,BUG,BUG
36742,RFE,BUG
33371,DESIGN_DEFECT,BUG
16728,BUG,BUG
33223,BUG,BUG
32771,BUG,BUG
34220,IMPROVEMENT,RFE
42438,BUG,BUG
33538,IMPROVEMENT,BUG
32373,DOCUMENTATION,BUG
38596,IMPROVEMENT,BUG
19240,OTHER,BUG
38985,BUG,BUG
32249,DOCUMENTATION,BUG
30241,RFE,RFE
41327,IMPROVEMENT,BUG
13619,BUG,BUG
32505,BUG,BUG
30568,DOCUMENTATION,BUG
33262,IMPROVEMENT,RFE
32800,BUILD_SYSTEM,RFE
43552,BUG,BUG
48616,BUG,BUG
31051,DOCUMENTATION,BUG
40016,IMPROVEMENT,RFE
35710,RFE,RFE
31185,BUG,BUG
35410,BUG,BUG
12457,BUG,BUG
38124,BUG,BUG
42085,IMPROVEMENT,BUG
39997,BUG,BUG
38797,BUG,BUG
52059,OTHER,BUG
35982,BUG,BUG
26261,BUG,BUG
35609,IMPROVEMENT,BUG
26628,BUG,BUG
46562,BUG,BUG
38262,DOCUMENTATION,BUG
29387,BUG,BUG
37350,BUG,BUG
27458,DOCUMENTATION,BUG
41666,BUG,BUG
32969,DOCUMENTATION,BUG
27276,BUG,BUG
38897,IMPROVEMENT,BUG
37319,OTHER,BUG
39089,BUG,BUG
26106,DOCUMENTATION,RFE
39436,BUG,BUG
29914,RFE,BUG
42750,IMPROVEMENT,BUG
39794,OTHER,BUG
34805,RFE,RFE
25493,BUG,BUG
36905,BUG,BUG
12003,BUG,BUG
40375,IMPROVEMENT,BUG
32795,RFE,RFE
34546,BUG,BUG
30869,BUG,BUG
32867,BUG,BUG
25599,BUG,BUG
40449,BUG,BUG
36599,IMPROVEMENT,BUG
47712,BUG,BUG
33407,BUG,BUG
26979,RFE,RFE
45052,RFE,RFE
38048,IMPROVEMENT,BUG
41437,IMPROVEMENT,BUG
15851,BUG,BUG
17390,BUG,BUG
33971,BUG,BUG
43117,BUG,BUG
21168,BUG,BUG
42071,BUG,BUG
38360,RFE,RFE
19269,IMPROVEMENT,BUG
23344,RFE,RFE
39724,BUG,BUG
32713,BUG,BUG
48990,BUILD_SYSTEM,BUG
45195,BUG,BUG
33713,BUG,BUG
11740,BUG,BUG
46354,BUG,BUG
38352,RFE,BUG
41564,BUG,BUG
17438,BUG,BUG
25263,BUG,BUG
34818,IMPROVEMENT,BUG
45737,BACKPORT,BUG
36863,BUG,BUG
30636,BUG,BUG
42608,BUG,BUG
33261,IMPROVEMENT,BUG
24972,OTHER,BUG
30346,OTHER,BUG
31777,IMPROVEMENT,BUG
28852,BUILD_SYSTEM,RFE
29339,IMPROVEMENT,BUG
42944,BUG,BUG
33489,OTHER,BUG
22681,BUG,BUG
36518,BUG,BUG
47225,BUG,BUG
43960,RFE,RFE
29399,BUG,BUG
23349,DOCUMENTATION,BUG
36540,DOCUMENTATION,RFE
32269,BUG,BUG
19455,BUG,BUG
32371,DOCUMENTATION,BUG
37530,BUG,BUG
40585,IMPROVEMENT,BUG
13587,DOCUMENTATION,BUG
37529,IMPROVEMENT,BUG
19117,BUG,BUG
25838,OTHER,RFE
28633,RFE,RFE
13552,IMPROVEMENT,BUG
38346,BUG,BUG
29247,BUG,BUG
37804,IMPROVEMENT,BUG
44084,BUG,BUG
44819,OTHER,BUG
25822,RFE,RFE
21279,BUG,BUG
40625,IMPROVEMENT,BUG
48532,IMPROVEMENT,BUG
23547,DOCUMENTATION,RFE
39699,BUG,BUG
37848,IMPROVEMENT,BUG
26335,BUG,BUG
32381,BUG,BUG
32372,BUILD_SYSTEM,BUG
17204,BUG,BUG
36336,BUG,BUG
39627,BUG,BUG
32777,BUG,BUG
33774,OTHER,BUG
39013,BUG,BUG
40668,OTHER,BUG
34250,RFE,RFE
34161,BUG,BUG
41512,BUG,BUG
37669,OTHER,BUG
37084,BUILD_SYSTEM,BUG
22848,DOCUMENTATION,RFE
12020,BUG,BUG
38697,BUG,BUG
38217,DOCUMENTATION,RFE
49774,RFE,BUG
34648,OTHER,BUG
19912,DOCUMENTATION,BUG
47537,IMPROVEMENT,BUG
40507,BUG,BUG
22006,BUG,BUG
40771,BUG,BUG
47689,BUILD_SYSTEM,BUG
32603,DOCUMENTATION,BUG
42727,BUG,BUG
44463,OTHER,BUG
21341,BUG,BUG
17171,OTHER,BUG
31511,BUG,BUG
38476,BUG,BUG
43671,BUG,BUG
31903,SPEC,BUG
28610,BUG,BUG
32968,DOCUMENTATION,BUG
37035,IMPROVEMENT,RFE
46597,TASK,BUG
38712,BUG,BUG
39866,BUG,BUG
20086,DOCUMENTATION,BUG
34801,RFE,RFE
28940,BUG,BUG
29472,DESIGN_DEFECT,RFE
20320,OTHER,BUG
28604,IMPROVEMENT,BUG
33143,IMPROVEMENT,RFE
24787,IMPROVEMENT,BUG
32502,BUG,BUG
27156,RFE,BUG
33117,DOCUMENTATION,BUG
38713,BUG,BUG
48179,IMPROVEMENT,BUG
21067,BUG,BUG
18479,BUG,BUG
31499,RFE,RFE
33351,BUG,RFE
40528,IMPROVEMENT,BUG
36366,DOCUMENTATION,BUG
42579,BUG,BUG
12466,BUG,BUG
4829,RFE,RFE
40104,BUG,BUG
34273,IMPROVEMENT,BUG
31001,BUG,BUG
15003,RFE,RFE
45528,BUG,BUG
45818,OTHER,BUG
22103,BUG,BUG
34652,RFE,BUG
34016,BUG,BUG
18225,BUG,BUG
48530,DOCUMENTATION,RFE
33692,DOCUMENTATION,BUG
36127,IMPROVEMENT,BUG
47878,BUG,BUG
24708,DOCUMENTATION,BUG
35819,BUG,BUG
48004,BUG,BUG
24270,BUG,BUG
35899,BUG,BUG
27300,BUG,BUG
34509,BUG,BUG
34643,DOCUMENTATION,RFE
34769,BUG,BUG
38908,OTHER,BUG
42039,IMPROVEMENT,BUG
37933,SPEC,BUG
33356,BUG,BUG
33463,BUG,BUG
28178,BUG,BUG
24085,BUG,BUG
37458,BUG,BUG
39214,OTHER,BUG
15964,IMPROVEMENT,BUG
38551,DOCUMENTATION,BUG
31495,BUG,BUG
10671,BUG,BUG
29470,IMPROVEMENT,BUG
17052,BUG,BUG
19265,BUG,BUG
31683,DOCUMENTATION,BUG
35386,IMPROVEMENT,BUG
42943,BUG,BUG
18201,BUG,BUG
32938,RFE,RFE
40170,BUG,BUG
31535,OTHER,BUG
32019,IMPROVEMENT,RFE
33636,BUG,RFE
14526,SPEC,BUG
16030,BUG,BUG
19940,CLEANUP,BUG
31851,RFE,BUG
26662,BUG,BUG
32456,DOCUMENTATION,BUG
27368,BUG,BUG
38814,BUG,BUG
46770,BUG,BUG
13094,BUG,BUG
27127,BUG,BUG
35333,OTHER,BUG
32866,BUG,BUG
33857,DOCUMENTATION,RFE
17394,IMPROVEMENT,BUG
12283,BUG,BUG
27642,RFE,BUG
28058,BUG,BUG
38332,BUG,BUG
30149,BUG,BUG
44877,BUG,BUG
36541,BUG,BUG
29936,BUG,BUG
17404,BUG,BUG
23373,BUG,BUG
37483,BUG,BUG
12755,BUG,BUG
27307,IMPROVEMENT,RFE
26147,BUG,BUG
48311,BUG,BUG
33325,BUILD_SYSTEM,RFE
19910,DOCUMENTATION,BUG
31257,BUG,BUG
38233,BUG,BUG
46984,IMPROVEMENT,BUG
15337,BUG,RFE
32754,BUG,BUG
38630,BUG,BUG
37150,BUG,BUG
27122,OTHER,RFE
32141,BUG,BUG
42979,OTHER,BUG
31510,BUG,BUG
14230,BUG,BUG
2500,BUG,BUG
24779,BUG,BUG
22277,BUG,BUG
50189,BUG,BUG
37327,BUG,BUG
27478,BUG,BUG
27553,IMPROVEMENT,BUG
39231,SPEC,BUG
34952,DOCUMENTATION,BUG
38485,BUG,BUG
22833,BUG,BUG
23312,BUG,BUG
24186,BUG,BUG
29826,BUG,BUG
42691,IMPROVEMENT,BUG
39476,BUILD_SYSTEM,RFE
41851,CLEANUP,BUG
32832,BUG,BUG
31356,BUG,BUG
41623,IMPROVEMENT,BUG
29389,DOCUMENTATION,RFE
26341,OTHER,BUG
49445,BUG,BUG
17399,IMPROVEMENT,BUG
41747,BUILD_SYSTEM,BUG
33204,DOCUMENTATION,BUG
32330,BUG,BUG
17395,BUG,BUG
42072,SPEC,BUG
45591,BUG,BUG
28989,OTHER,BUG
41217,BUG,BUG
34139,DOCUMENTATION,BUG
38100,BUG,BUG
31209,OTHER,BUG
38779,BUG,BUG
38118,OTHER,BUG
25796,BUG,BUG
43080,BUG,BUG
37407,BUG,BUG
48049,BUG,BUG
38198,DOCUMENTATION,BUG
22273,DOCUMENTATION,RFE
40874,DOCUMENTATION,BUG
46252,RFE,RFE
50771,BUG,BUG
31659,RFE,RFE
39088,BUG,BUG
41790,BUG,BUG
27100,IMPROVEMENT,BUG
37847,RFE,RFE
40719,BUG,BUG
40526,BACKPORT,BUG
43343,BUG,BUG
14660,BUG,BUG
36802,IMPROVEMENT,BUG
37044,BUG,BUG
47263,DOCUMENTATION,BUG
15355,BUG,BUG
25415,BUG,BUG
24832,BUG,BUG
25889,BUG,BUG
34389,BUG,BUG
40797,BUG,BUG
51647,BUG,BUG
50744,BUG,BUG
21045,BUG,BUG
38668,RFE,RFE
41956,BUG,BUG
12715,BUG,BUG
30073,BUG,BUG
44021,RFE,RFE
25886,RFE,BUG
37132,BUG,BUG
24723,DOCUMENTATION,BUG
40177,DOCUMENTATION,RFE
26805,OTHER,BUG
37588,BUG,BUG
35984,BUG,BUG
36318,OTHER,BUG
48581,BUG,BUG
22058,OTHER,BUG
38012,BUG,BUG
42064,IMPROVEMENT,BUG
37060,BUG,BUG
38776,OTHER,BUG
15360,BUG,RFE
30155,BUG,BUG
49585,OTHER,BUG
31132,TEST,BUG
13140,BUG,BUG
40720,BUG,BUG
30048,DOCUMENTATION,BUG
39255,BUG,BUG
38508,BUG,BUG
37509,IMPROVEMENT,BUG
24904,BUG,BUG
39473,BUG,BUG
21206,BUG,BUG
29923,DOCUMENTATION,RFE
43020,OTHER,BUG
17929,OTHER,BUG
28236,IMPROVEMENT,BUG
50620,BUG,BUG
26039,IMPROVEMENT,RFE
12319,BUG,BUG
52172,DOCUMENTATION,BUG
39752,BUG,BUG
28286,REFACTORING,RFE
32209,DOCUMENTATION,BUG
44715,DOCUMENTATION,BUG
26229,BUG,BUG
23767,DOCUMENTATION,BUG
22698,BUG,BUG
32023,BUG,BUG
29035,IMPROVEMENT,BUG
39126,BUG,BUG
42707,RFE,BUG
39178,BUILD_SYSTEM,BUG
28321,BUG,BUG
17406,BUG,BUG
26414,RFE,RFE
29938,BUG,BUG
38154,BUG,BUG
15391,BUG,BUG
41444,OTHER,BUG
38676,IMPROVEMENT,BUG
40581,DOCUMENTATION,BUG
19622,RFE,RFE
34272,REFACTORING,RFE
26492,RFE,RFE
46384,BUG,BUG
28107,BUILD_SYSTEM,RFE
40860,IMPROVEMENT,BUG
27790,BUG,BUG
41401,BUG,BUG
46967,BUG,BUG
27513,BUG,BUG
41182,DOCUMENTATION,BUG
51550,BUG,BUG
22032,BUG,BUG
17403,BUG,BUG
17785,BUG,BUG
35930,BUG,BUG
41554,DOCUMENTATION,BUG
45576,RFE,BUG
41709,IMPROVEMENT,RFE
25160,IMPROVEMENT,BUG
31018,BUG,BUG
47963,IMPROVEMENT,BUG
40510,OTHER,RFE
39875,CLEANUP,BUG
32082,RFE,RFE
35379,BUILD_SYSTEM,BUG
47897,OTHER,BUG
13173,BUG,BUG
19713,BUG,BUG
37794,BUG,BUG
25193,BUG,BUG
38131,RFE,RFE
35063,DOCUMENTATION,RFE
22478,BUILD_SYSTEM,BUG
42445,BUILD_SYSTEM,BUG
32210,DOCUMENTATION,BUG
