ID,CLASSIFIED,TYPE
HTTPCLIENT-875,BUG,BUG
HTTPCLIENT-880,BUG,BUG
HTTPCLIENT-881,BUG,BUG
HTTPCLIENT-882,BUG,BUG
HTTPCLIENT-883,BUG,BUG
HTTPCLIENT-884,BUG,BUG
HTTPCLIENT-885,BUG,BUG
HTTPCLIENT-9,BUG,BUG
HTTPCLIENT-902,BUG,BUG
HTTPCLIENT-92,BUG,BUG
HTTPCLIENT-929,BUG,BUG
HTTPCLIENT-930,BUG,BUG
HTTPCLIENT-931,BUG,BUG
HTTPCLIENT-932,BUG,BUG
HTTPCLIENT-936,BUG,BUG
HTTPCLIENT-939,BUG,BUG
HTTPCLIENT-940,BUG,BUG
HTTPCLIENT-944,BUG,BUG
HTTPCLIENT-948,BUG,BUG
HTTPCLIENT-951,BUG,BUG
HTTPCLIENT-952,BUG,BUG
HTTPCLIENT-953,BUG,BUG
HTTPCLIENT-960,BUG,BUG
HTTPCLIENT-964,BUG,BUG
HTTPCLIENT-965,BUG,BUG
HTTPCLIENT-969,BUG,BUG
HTTPCLIENT-97,BUG,BUG
HTTPCLIENT-974,BUG,BUG
HTTPCLIENT-98,BUG,BUG
HTTPCLIENT-981,BUG,BUG
HTTPCLIENT-985,BUG,BUG
HTTPCLIENT-986,BUG,BUG
HTTPCLIENT-989,BUG,BUG
HTTPCLIENT-99,BUG,BUG
HTTPCLIENT-991,BUG,BUG
HTTPCLIENT-995,BUG,BUG
HTTPCLIENT-996,BUG,BUG
HTTPCLIENT-1020,BUILD_SYSTEM,
HTTPCLIENT-1072,BUILD_SYSTEM,IMPROVEMENT
HTTPCLIENT-114,BUILD_SYSTEM,BUG
HTTPCLIENT-1172,BUILD_SYSTEM,
HTTPCLIENT-146,BUILD_SYSTEM,BUG
HTTPCLIENT-215,BUILD_SYSTEM,BUG
HTTPCLIENT-259,BUILD_SYSTEM,BUG
HTTPCLIENT-583,BUILD_SYSTEM,IMPROVEMENT
HTTPCLIENT-595,BUILD_SYSTEM,IMPROVEMENT
HTTPCLIENT-605,BUILD_SYSTEM,IMPROVEMENT
HTTPCLIENT-639,BUILD_SYSTEM,
HTTPCLIENT-67,BUILD_SYSTEM,BUG
HTTPCLIENT-686,BUILD_SYSTEM,BUG
HTTPCLIENT-768,BUILD_SYSTEM,
HTTPCLIENT-826,BUILD_SYSTEM,IMPROVEMENT
HTTPCLIENT-1005,CLEANUP,IMPROVEMENT
HTTPCLIENT-145,CLEANUP,BUG
HTTPCLIENT-304,CLEANUP,BUG
HTTPCLIENT-383,CLEANUP,BUG
HTTPCLIENT-618,CLEANUP,IMPROVEMENT
HTTPCLIENT-713,CLEANUP,
HTTPCLIENT-715,CLEANUP,
HTTPCLIENT-725,CLEANUP,IMPROVEMENT
HTTPCLIENT-770,CLEANUP,IMPROVEMENT
HTTPCLIENT-779,CLEANUP,IMPROVEMENT
HTTPCLIENT-904,CLEANUP,IMPROVEMENT
HTTPCLIENT-251,DESIGN_DEFECT,IMPROVEMENT
HTTPCLIENT-509,DESIGN_DEFECT,BUG
HTTPCLIENT-574,DESIGN_DEFECT,BUG
HTTPCLIENT-630,DESIGN_DEFECT,BUG
HTTPCLIENT-758,DESIGN_DEFECT,BUG
HTTPCLIENT-797,DESIGN_DEFECT,BUG
HTTPCLIENT-1013,DOCUMENTATION,BUG
HTTPCLIENT-1027,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-1028,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-1029,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-1034,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-1057,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-1065,DOCUMENTATION,TASK
HTTPCLIENT-1134,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-1168,DOCUMENTATION,BUG
HTTPCLIENT-118,DOCUMENTATION,BUG
HTTPCLIENT-143,DOCUMENTATION,BUG
HTTPCLIENT-144,DOCUMENTATION,BUG
HTTPCLIENT-152,DOCUMENTATION,BUG
HTTPCLIENT-168,DOCUMENTATION,BUG
HTTPCLIENT-233,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-253,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-262,DOCUMENTATION,BUG
HTTPCLIENT-284,DOCUMENTATION,BUG
HTTPCLIENT-291,DOCUMENTATION,BUG
HTTPCLIENT-298,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-300,DOCUMENTATION,BUG
HTTPCLIENT-312,DOCUMENTATION,BUG
HTTPCLIENT-313,DOCUMENTATION,BUG
HTTPCLIENT-324,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-329,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-331,DOCUMENTATION,BUG
HTTPCLIENT-342,DOCUMENTATION,BUG
HTTPCLIENT-343,DOCUMENTATION,BUG
HTTPCLIENT-356,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-366,DOCUMENTATION,BUG
HTTPCLIENT-377,DOCUMENTATION,BUG
HTTPCLIENT-388,DOCUMENTATION,BUG
HTTPCLIENT-407,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-410,DOCUMENTATION,BUG
HTTPCLIENT-412,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-438,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-449,DOCUMENTATION,BUG
HTTPCLIENT-500,DOCUMENTATION,BUG
HTTPCLIENT-516,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-517,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-521,DOCUMENTATION,BUG
HTTPCLIENT-533,DOCUMENTATION,BUG
HTTPCLIENT-536,DOCUMENTATION,BUG
HTTPCLIENT-538,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-540,DOCUMENTATION,BUG
HTTPCLIENT-553,DOCUMENTATION,BUG
HTTPCLIENT-563,DOCUMENTATION,BUG
HTTPCLIENT-62,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-651,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-69,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-695,DOCUMENTATION,BUG
HTTPCLIENT-696,DOCUMENTATION,BUG
HTTPCLIENT-70,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-701,DOCUMENTATION,BUG
HTTPCLIENT-764,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-772,DOCUMENTATION,BUG
HTTPCLIENT-780,DOCUMENTATION,BUG
HTTPCLIENT-791,DOCUMENTATION,BUG
HTTPCLIENT-815,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-818,DOCUMENTATION,BUG
HTTPCLIENT-819,DOCUMENTATION,BUG
HTTPCLIENT-820,DOCUMENTATION,BUG
HTTPCLIENT-842,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-867,DOCUMENTATION,BUG
HTTPCLIENT-868,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-892,DOCUMENTATION,BUG
HTTPCLIENT-933,DOCUMENTATION,BUG
HTTPCLIENT-942,DOCUMENTATION,BUG
HTTPCLIENT-943,DOCUMENTATION,IMPROVEMENT
HTTPCLIENT-10,IMPROVEMENT,BUG
HTTPCLIENT-1003,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-1008,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-1032,IMPROVEMENT,BUG
HTTPCLIENT-1033,IMPROVEMENT,BUG
HTTPCLIENT-1036,IMPROVEMENT,BUG
HTTPCLIENT-1037,IMPROVEMENT,BUG
HTTPCLIENT-104,IMPROVEMENT,BUG
HTTPCLIENT-1054,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-108,IMPROVEMENT,BUG
HTTPCLIENT-1086,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-1092,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-1098,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-1137,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-1144,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-1153,IMPROVEMENT,BUG
HTTPCLIENT-1155,IMPROVEMENT,BUG
HTTPCLIENT-1157,IMPROVEMENT,BUG
HTTPCLIENT-1158,IMPROVEMENT,
HTTPCLIENT-1179,IMPROVEMENT,
HTTPCLIENT-123,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-126,IMPROVEMENT,BUG
HTTPCLIENT-129,IMPROVEMENT,BUG
HTTPCLIENT-130,IMPROVEMENT,BUG
HTTPCLIENT-136,IMPROVEMENT,BUG
HTTPCLIENT-139,IMPROVEMENT,BUG
HTTPCLIENT-141,IMPROVEMENT,BUG
HTTPCLIENT-157,IMPROVEMENT,BUG
HTTPCLIENT-166,IMPROVEMENT,BUG
HTTPCLIENT-177,IMPROVEMENT,BUG
HTTPCLIENT-178,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-193,IMPROVEMENT,BUG
HTTPCLIENT-206,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-214,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-232,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-235,IMPROVEMENT,BUG
HTTPCLIENT-237,IMPROVEMENT,BUG
HTTPCLIENT-238,IMPROVEMENT,BUG
HTTPCLIENT-241,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-242,IMPROVEMENT,BUG
HTTPCLIENT-244,IMPROVEMENT,BUG
HTTPCLIENT-249,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-255,IMPROVEMENT,BUG
HTTPCLIENT-274,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-287,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-301,IMPROVEMENT,BUG
HTTPCLIENT-303,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-308,IMPROVEMENT,BUG
HTTPCLIENT-32,IMPROVEMENT,BUG
HTTPCLIENT-332,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-34,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-344,IMPROVEMENT,BUG
HTTPCLIENT-347,IMPROVEMENT,BUG
HTTPCLIENT-349,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-351,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-358,IMPROVEMENT,BUG
HTTPCLIENT-360,IMPROVEMENT,BUG
HTTPCLIENT-384,IMPROVEMENT,BUG
HTTPCLIENT-39,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-4,IMPROVEMENT,BUG
HTTPCLIENT-406,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-426,IMPROVEMENT,BUG
HTTPCLIENT-43,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-459,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-462,IMPROVEMENT,BUG
HTTPCLIENT-466,IMPROVEMENT,BUG
HTTPCLIENT-485,IMPROVEMENT,BUG
HTTPCLIENT-494,IMPROVEMENT,BUG
HTTPCLIENT-497,IMPROVEMENT,BUG
HTTPCLIENT-526,IMPROVEMENT,BUG
HTTPCLIENT-53,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-54,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-559,IMPROVEMENT,BUG
HTTPCLIENT-56,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-560,IMPROVEMENT,BUG
HTTPCLIENT-573,IMPROVEMENT,BUG
HTTPCLIENT-589,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-593,IMPROVEMENT,BUG
HTTPCLIENT-597,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-609,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-613,IMPROVEMENT,BUG
HTTPCLIENT-615,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-617,IMPROVEMENT,BUG
HTTPCLIENT-627,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-631,IMPROVEMENT,BUG
HTTPCLIENT-636,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-640,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-645,IMPROVEMENT,BUG
HTTPCLIENT-650,IMPROVEMENT,BUG
HTTPCLIENT-653,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-654,IMPROVEMENT,BUG
HTTPCLIENT-659,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-674,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-677,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-697,IMPROVEMENT,BUG
HTTPCLIENT-699,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-726,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-734,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-740,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-743,IMPROVEMENT,BUG
HTTPCLIENT-746,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-748,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-822,IMPROVEMENT,BUG
HTTPCLIENT-832,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-835,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-841,IMPROVEMENT,BUG
HTTPCLIENT-889,IMPROVEMENT,
HTTPCLIENT-895,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-898,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-903,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-906,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-909,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-911,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-914,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-917,IMPROVEMENT,BUG
HTTPCLIENT-923,IMPROVEMENT,BUG
HTTPCLIENT-941,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-962,IMPROVEMENT,BUG
HTTPCLIENT-979,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-980,IMPROVEMENT,BUG
HTTPCLIENT-987,IMPROVEMENT,BUG
HTTPCLIENT-988,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-990,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-992,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-997,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-998,IMPROVEMENT,IMPROVEMENT
HTTPCLIENT-1017,OTHER,BUG
HTTPCLIENT-316,OTHER,BUG
HTTPCLIENT-680,OTHER,BUG
HTTPCLIENT-752,OTHER,IMPROVEMENT
HTTPCLIENT-775,OTHER,BUG
HTTPCLIENT-865,OTHER,BUG
HTTPCLIENT-866,OTHER,BUG
HTTPCLIENT-869,OTHER,BUG
HTTPCLIENT-870,OTHER,BUG
HTTPCLIENT-306,REFACTORING,IMPROVEMENT
HTTPCLIENT-337,REFACTORING,IMPROVEMENT
HTTPCLIENT-376,REFACTORING,BUG
HTTPCLIENT-382,REFACTORING,BUG
HTTPCLIENT-42,REFACTORING,IMPROVEMENT
HTTPCLIENT-484,REFACTORING,IMPROVEMENT
HTTPCLIENT-591,REFACTORING,
HTTPCLIENT-602,REFACTORING,IMPROVEMENT
HTTPCLIENT-665,REFACTORING,IMPROVEMENT
HTTPCLIENT-714,REFACTORING,
HTTPCLIENT-729,REFACTORING,IMPROVEMENT
HTTPCLIENT-736,REFACTORING,IMPROVEMENT
HTTPCLIENT-738,REFACTORING,BUG
HTTPCLIENT-742,REFACTORING,IMPROVEMENT
HTTPCLIENT-753,REFACTORING,IMPROVEMENT
HTTPCLIENT-100,RFE,IMPROVEMENT
HTTPCLIENT-1000,RFE,IMPROVEMENT
HTTPCLIENT-1007,RFE,IMPROVEMENT
HTTPCLIENT-1014,RFE,RFE
HTTPCLIENT-1015,RFE,IMPROVEMENT
HTTPCLIENT-1016,RFE,IMPROVEMENT
HTTPCLIENT-102,RFE,BUG
HTTPCLIENT-1030,RFE,RFE
HTTPCLIENT-1035,RFE,IMPROVEMENT
HTTPCLIENT-106,RFE,BUG
HTTPCLIENT-1063,RFE,IMPROVEMENT
HTTPCLIENT-1076,RFE,RFE
HTTPCLIENT-1104,RFE,IMPROVEMENT
HTTPCLIENT-1105,RFE,
HTTPCLIENT-111,RFE,IMPROVEMENT
HTTPCLIENT-1123,RFE,RFE
HTTPCLIENT-1128,RFE,IMPROVEMENT
HTTPCLIENT-1131,RFE,IMPROVEMENT
HTTPCLIENT-1132,RFE,RFE
HTTPCLIENT-1154,RFE,IMPROVEMENT
HTTPCLIENT-1156,RFE,IMPROVEMENT
HTTPCLIENT-1159,RFE,IMPROVEMENT
HTTPCLIENT-1160,RFE,IMPROVEMENT
HTTPCLIENT-1162,RFE,IMPROVEMENT
HTTPCLIENT-1164,RFE,BUG
HTTPCLIENT-117,RFE,BUG
HTTPCLIENT-1182,RFE,RFE
HTTPCLIENT-131,RFE,IMPROVEMENT
HTTPCLIENT-132,RFE,IMPROVEMENT
HTTPCLIENT-154,RFE,IMPROVEMENT
HTTPCLIENT-162,RFE,BUG
HTTPCLIENT-17,RFE,IMPROVEMENT
HTTPCLIENT-173,RFE,BUG
